719630671220776960	drugs and biotech getting perky <url> via <user> $ ibb $ mrk $ gild $ amgn $ gsk	1
710793306100228096	going back in , but slowly ; tc <number> alert example : $ edu - glb ; $ tse , $ isrg <url> <url>	1
719571611263897600	, katipsinetai	0
34019765	$ amrn i think you should all realize the interest level has skyrocketed here the last two weeks as well as abroad , that = more $ <number> & # <number> ; s	1
719892780701597696	alert : new rsi signal created on $ cost - buy at <number> - time : <number> : <number> - strength : <number> powered by <url>	1
36124809	homebuilders - $ ryl breaking below support , watch this one . $ spy	0
710235175351820288	$ aapl moves up a little more today off of cup and handle <url>	1
12943460	$ amrn so what was that @ <number> a . m . ? a & # <number> ; mini me & # <number> ; & # <number> ; wanna be & # <number> ; bear raid ?	0
12564320	$ bbry bye bye sammy . hello bb . sounds like we & # <number> ; ll see some green tomorrow .	1
19388705	new "" large player sells "" stocks <url> $ cpwr $ ga $ ul	0
9233685	$ aapl <number> today !	1
6213230	ready to break $ qcom watching at <number> <url>	1
708799838830391296	forget drone delivery . <user> just signed a deal to lease <number> boeing <number> cargo planes . <url> $ amzn <url>	1
36672935	<user> <user> not surprising they would pull something like that , considering small businesses have called $ yelp a scam for years .	0
10712128	amazon declares & # <number> ; best ever & # <number> ; black friday and cyber monday for kindle family <url> via engadget $ amzn	1
15960926	$ aapl the gist of downgrades was apple failed to make a phone that will help supercharge growth in china , what if they were <number> % right ? umm	0
25341716	$ nok smartphone wars wound samsung as nokia rallies : chart of the day <url>	1
7156920	multi top on $ mcd chart finally leads to a fall in price . stability is questioned in the stock but coming weeks will tell .	0
709411365299982336	$ fit and $ sune have not changed . . $ fit	0
719738412085813248	dailymail content is perfect for yhoo demographics . $ yhoo	1
34637295	<number> toxic stocks raising red flags to sell this week $ su <url>	0
18949027	$ fb a beautifully orchestrated market , again . i would like to know who the mm for fb is .	1
719601635639492608	$ tsla recalls <number> , <number> model x vehicle . shares volatile . $ tsla	0
709737853639663617	bullshit ! all applestores are empty in china $ ms must be preparing to liquidate $ aapl <url> <url>	0
5499624	<user> mute point if china hard landing , european bank collapse , american double dip  $ aapl won & # <number> ; t have anyone buying products	0
31615895	$ gs sells flat i am out	0
719519136318169088	cracking lower early . $ short . correction . $ short	0
21026010	today & # <number> ; s momentum movers <url> stocks $ mobi $ cdti $ ilmn	1
710813911994400768	guess the late traders will be stocking up on $ tsla now ( feb <number> th was the day to buy ) . <url>	1
711720585143967744	so people thk $ twtr is a failure ' cos it has jst <number> % of the users $ fb has  bt they're forgetting the potential relative value of its users	1
18479024	$ dnn picked some up , like this going into <number>	1
719926154082258944	no la pienso tirar	0
719575777990328320	$ tsla short	0
719605317365936128	$ save long . <url>	1
719571627793453056	$ tsla recalling pretty much every single model x <user> got to short that even at work you jump in money trade	0
5564467	$ skx turning . coming from far could go far . stock price implies you pay nothing for the business	1
719842907377770496	rt <user> : rt <user> : period pussy taste like pennies and nigga im all about my money <url>	1
719554207280332800	pivotal upgrades alphabet ahead of q <number> results <url> $ goog $ googl	1
5561391	$ pcln back over "" up "" trendline from <number>	1
32374598	$ isis brutal slide . feels better on the way up . still long .	0
10165953	<user> $ cytk has had a history of a lack of pr  a shame for investors	0
6417259	looks like a big feb <number> - <number> $ put spread on $ cree . last quarter <number> % yoy rev growth trading @ <number> x earnings . i may try a short .	0
15249839	$ spy rsi lowest level since october <number> $ dia	1
719877373802340352	rt <user> : <url>	1
10042291	$ ba seriously er comig up and it will have to be a guide down with the delay and this thing holding strong me smell rate	1
13160115	$ bbry certainly getting a lot more attention recently yet not that much ( price ) has changed . posted this jan . <number> th <url>	1
31794932	$ ddd <number> d systems ( ddd ) stock receives ratings downgrade today at jefferies <url>	0
719540167732699136	tesla dropped a hard j this morning $ tsla <url>	0
719597174946992128	shareholders welcome marriott - starwood deal . $ mar	1
7790395	market seems stuck in the mud $ spy	0
27289677	$ ecyt it shoots to the moon as my favorite pumper would say . u know who u r . we still luv u man . u make us laugh . here & # <number> ; s hoping ur right ! !	1
20290521	$ iaci vision : near - term target $ <number> <url>	1
719494840711569408	for real though the crowd at a <number> concert is literally the best	1
16344567	go $ jo go get up out of that bermuda triangle , plenty of daylight above .	1
7830634	$ aapl <url> would need to clear $ <number> tomorrow on <number> million shares the highest down volume in last <number> days	0
719582195468398592	took small posistion on $ tsla . $ tsla	0
5365505	rt <user> $ bbep top upstream mlp ranked by estimated <number> yr forward yield after tax undiscounted <number> % ( long $ bbep )	1
5456001	<user> <user> in the end dropbox will end up selling for pennies on the dollar . just like box . net $ aapl	0
24423708	$ iwm , this pull back of <number> is similar to last <number> <number> <number> , <number> , <number> and <number> = bullish if lod holds	0
5728814	$ mos looking good here at $ <number> . calls are active in this month and weekly	1
35467963	$ yang double bottom <number>	1
30088782	$ spy hows oil < $ <number> sound  good for economy	1
7957239	$ bwld been very frustrating . every tall green bar gets followed immediately by <number> - <number> weeks of consolidation .	0
14003238	$ jpm wouldn & # <number> ; t call any of these banks h + s quite yet . here <number> hr , could resolve up > <number> <url>	1
17832244	$ ovti bought call omnivision tech $ <number> exp <number> today on earnings . should beat earnings .	1
719883838059446272	short $ tsla calls	0
14004893	$ aapl <number> fundamentally nothing has changed and this company will make more profit than others whether the stock price is <number> or <number>	1
33675026	close the week with a minuscule <number> % gain in $ ziv . lost most of our handsome gains on friday . portfolio up <number> % ytd <url>	0
6252862	rt <user> new post : "" breakaway gap in u . s . stock indexes - - shorts are trapped due to cme rule . "" <url> $ qqq $ nq_f	1
9440214	<user> at least you didn & # <number> ; t stop out $ arr at <number> like me :(	0
719929217786474496	rt <user> : hananeelkhader <url>	0
10397968	$ lscc accumulation chart continues to make new highs showing accumulation continuing to take place <url>	1
31881766	$ uso brent back below <number> , what & # <number> ; s wti doing above <number> ? hahaha , yes , it will go <number> & # <number> ; s again very soon .	0
6140513	rt <user> wanna see <number> awesomely bullish stocks ? ? ! ! check out $ fdx $ ups $ jbht ! ! europe might a mess but people still shipping stuff ! !	1
719551048193613824	we are now witnessing elon musks slow - motion disruption of the global auto industry <url> via <user> $ tsla	1
32781578	$ isis torture .......	0
5351257	$ aapl <url> strictly day trading this one long and short off <number> minute - hit <number> day and bounced off today	1
711707719674273792	the losers buying $ tsla at these levels . $ tsla	0
19905012	$ shld i was wrong , berkowitz didn & # <number> ; t add <number> m shares . he added <number> m in q <number> <number> ( from <number> , <number> , <number> to <number> , <number> , <number> ) an increase of <number> % !	1
11873404	$ dcth near hod	1
6008633	$ ffiv covered the swing - <number>	1
5335110	over <number> with conviction and i & # <number> ; m a buyer , good for ride to <number> ! $ vhc	1
11156682	<user> <user> $ sina - - agree risky watching very closely	0
16868491	$ aapl same sellers we saw yesterday ( more action now that <number> am cst pre - market is now open )	0
708380138988146688	looks like one of the best values lithium stocks in the space . $ ilc . v <user> tesla $ tsla dyodd <url>	1
6981073	what & # <number> ; s more exciting , this market or watching paint dry ? $ spy . typical of the $ vxx <number> - <number> range market wlow volatility	1
708351849796083712	$ jblu jetblue short squeeze ready to upside w crossing important technical level <url> $ save $ dal $ aal $ va $ ual $ luv $ mgm	1
719533349430300672	your shit is broke . $ pypl	0
6195441	would like to see $ apc go back to low <number> & # <number> ; s , next year could be a very good year for them . would like to start adding soon	1
9982140	$ amrn like your optimism . $ vvus moving up again ( no nce ) . agenda may be simple ..... $ gsk claim of active moiety .	1
6186217	will take swing trade profits at <number> - <number> ; leave core position for <number> and <number> target ; $ aapl daytrade buy zone today = <number> - <number>	1
719644485056077824	rt <user> : nao preciso de escola meu amor eu tenho beleza	0
14873237	$ fb worst idea of year ? short a reasonably priced high growth institutional fave glamour name that is going at least <number> % higher : fb	1
719529163686850560	<number> - star analyst <user> from pivotal research upgraded rating on $ googl to buy . brian has a <number> % success rate . $ googl	1
719523703386537984	long play . another consistent profit zone . $ stx	1
710220671037485056	$ aapl signs up with google cloud , to spend less with amazon web services . $ amzn drops late in the day from resistance , slims target <number>	0
719767870650064896	$ tsco - tesco plc tesco announces sale of partial stake in lazada <url>	1
5285822	<number> gotta hold $ spy	1
24386175	$ app brand name is to big for it to fail , i bet they recover or get bought out before the year is over . until then we get highs and lows	1
16092592	$ dxcm - making higher highs & amp ; higher lows as it consolidates over past several weeks . <number> was all time high ( <number> ) .	1
710206891671101440	sold some $ tsla puts this morning closed them at the close . helps pay for monthly expenses	0
719923126226673664	[ chart ] $ fb elliott wave chart update <number> <number> - best case zigzag and reversal scenario - <url>	0
12644313	$ amrn you can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing . currently it is the shorts rejoicing	0
708439895455322112	whole foods shareholders vote down activist initiatives : <url> $ wfm	0
38563467	<user> blackberry $ gs $ ms faucette & amp ; simona , jmho are playing ignorant , so the $ bbry smack down looks legitimate	0
6003051	in play tmrw : $ pby ( <number> m , <number> % , <number> ) $ bmo ( <number> m , <number> , <number> cc ) $ tol ( <number> m , <number> % , <number> , <number> cc ) + watch $ xhb housing sector . $ leap ( <number> m , <number> % , <number> )	1
708446069856669697	theres no reason why $ googl cant get back to $ <number> , <number> within the next <number> - <number> years .	1
719878510077038592	$ fast $ gww - daily sales slowing again , pretty timely coincident indicator <url>	0
6168800	$ spy extreme win today - <number> cents above <number> low on <number> - year and $ spy up <number> percent - life is a bowl of cherries - great short setting up $ $	0
719571381260722176	$ tsla "" recall will not impact financial results ""  excel nongaap spreadsheet to make sure of that !	1
7526863	$ prlb hanging tough in down market due to analyst upgrades last week . up almost <number> % .	1
14127963	$ ma <number> + should be coming very quick , if the fed supports the markets <number>	1
708417635348652032	the top <number> brands for millennials - $ aapl is # <number> , and $ fb is way off the list at # <number> more : <url> <url>	1
7606330	$ aapl wants lower . up waves getting smaller on the <number> min	0
14719203	long position on $ gol ,  updating <url>	1
719661137411747840	$ jnpr cuts outlook down <number> % . could see $ csco $ intc fall in sympathy	0
719830167309258752	e julieannesanjoseforspottedph	0
709330287503745028	qualcomm : <number> % dividend increase rewards patient investors , the future looks bright <url> $ qcom	1
17316092	$ tsla i see more downside in next two weeks be careful - <number> dollars drop potential vs <number> up moved	0
18998360	$ plug reiterating for newbies , notice how the doomsaying bears disappear during the climbs . they & # <number> ; re just opportunists . ignore them , make $	1
5466785	casinos red before the bell : $ lvs - <number> % , $ wynn - <number> % , $ wynn - <number> % > unusual comibinations of what & # <number> ; s running , what & # <number> ; s red before the bell	0
708681637572116481	nobody is recommending the sale of this stock . big things coming . $ mu micron <url>	1
719628052175585280	can $ tsla roll over yet ? thanks .	0
13279906	"" <user> : large cap tech is finally trying to catch up with the rest of the market . $ qqq $ goog $ aapl "	1
18706410	$ aria $ srpt could be lotto winners .	1
8559122	<user> last year mkt fell on debt downgrade in early aug . s & amp <number> corrected <number> % before the dg which was due to slow growth $ spy	0
7.19930402757046E+017	$ tsla : covered some shorts @ <number> for <number> pts	1
7.10145820939706E+017	impressive numbers : oracle pops on earnings ; adobe poised to follow $ orcl $ adbe <url> via <user> commerce saas	1
31858971	$ aapl saying this is a peak = fear mongering . competition & # <number> ; s dying , smartphone usage increasing . watch coming .	1
7.1952284643167E+017	why $ twtr is doomed in <number> chart $ fb $ goog <url> <url>	0
7.19575574101017E+017	loading $ spy and $ aapl puts . think were toppy imho .	0
7.08481442079068E+017	$ pypl great vol flow trade here love this company long time .	1
35316844	$ russ don & # <number> ; t catch falling knives , but i think an entry is coming soon on this	1
20249627	$ idra i missed out big time on $ acad at low <number> & # <number> ; s back in nov . of <number> , i will not get punked out of this one , in from <number>	1
6062030	$ isrg <url> continues to base on the weekly chart but no selling over the last few weeks .	0
34445371	slow bleeding death . it will likely be a horror show event . $ hero	0
11723392	$ sbux getting sold here .	0
16794460	$ msft sql server revenue grew double - digit with sql server premium revenue growing over <number> % <url>	1
17577910	$ rgr nice in an out couple mini trades	1
7.09401937465233E+017	tripadvisor jumps on m & amp ; a rumors <url> $ trip	1
7.19533714296934E+017	$ sbux on the fence with this one . do i have time to dither ? <url>	1
7.19914872062878E+017	<user>	1
6200985	$ ibm staying strong	1
7.1950723248914E+017	stock options trade would have more than doubled your money . $ bbby	1
7.19923942841E+017	$ csco looks really interesting on drop , grabbed some options and stock , enough tme before earnings to grow the stock , growth all sectors	1
18341620	$ bbry hearing rumours of a major joint venture announcement .	1
6119064	would short $ amzn on any rally	0
8873647	$ sbux ripe for a squeeze again !	0
5970567	$ goog breakout very likely medium target $ <number> + <url> <url>	1
28622523	$ fb they are hitting everything in sight . short it . but twtr	0
8140414	$ tlb anyone long before the flush please accept my condolences . congrats . to all that were short . i wasn & # <number> ; t in either way .	0
7.10557978621968E+017	$ adbe reported earnings of $ <number> , consensus was $ <number> , earnings whisper was $ <number> via <user> whisperbeat <url>	1
36262041	$ aapl at resistance right here  sold my shares  will buy back if it dips or if it goes in the <number> gap zone	0
7.19635481772835E+017	id be short $ fast . $ fast	0
12661281	$ lulu outlook # q <number> <number> lost revenue in the range of $ <number> million to $ <number> million - not good	0
33889522	<number> little - discussed problem this pro is watching at lumber liquidators $ ll <url>	0
17875968	stay with best of breed : $ hig has room to run <url> via <user> options	1
7.10895541266293E+017	yahoo , facebook in ad partnership talks . $ yhoo	1
7.19561385961763E+017	$ fb support here @ <number> sma , bb lower band , <number> % retrace of prior move . tomorrow dev . conf . good long trade , tight stop <url>	1
7.19532075100021E+017	rt <user> : <user> <url> lovely n to the point words hero , socially shy dsnt deter us , nvr will <url>	0
7.11113383341199E+017	walgreens boots alliance ( pbr <number> ) uses warrants to buy $ <number> b & amp ; <number> % of amerisourcebergen ( pbr <number> ) shares . <url> $ wba $ abc	1
35909043	"$ aapl so when you post "" stream too bullish , im so brave , look at me im short "" you are going against the biggest billions $ $ bb in history"	1
7.1196032746691E+017	$ aapl omg omg so excited ! ! ! !	1
11410429	$ cat is hangin on my a thread . <number> click away from a cliff drop needs follow through ( or snap - back on the vix )	0
12799689	<user> as much as i would like $ bbry to capture back market share $ aapl cleary surpassed their bb for all too long of a time . aka android	0
5627600	$ iaci <url> looks good on the weekly chart .	1
5900979	$ aapl <url> $ aapl patiently waiting for price to enter buysupport zone . strong support - notes on chart	1
37635102	$ neon oversold	1
5512185	$ spy <url> possible target at around <number> ( neckline , sma <number> , fork congestion ) . $ spx $ sso $ sds $ sh	1
5706586	$ rost nov <number> calls <number> go long until exp imo ! unless europeans keeps f & # <number> ; ing around !	1
5662488	$ gmcr there is massive short squeeze opportunity here ; similar what happened to $ mf & amp ; corzin ; $ gmcr puts hghst since & # <number> ; <number> <url>	0
5879468	$ hsc receives <number> - year , $ <number> m contract at new saudi arabian steel mill	1
36755126	$ esi on lows , down $ <number> to $ <number> bk a real possibility	0
7764961	added . cost now at <number> . bounce off of put oi & amp ; s <number> pivot . <user> bto $ aapl apr <number> <number> <number> calls @ <number> for ride to <number> ish .	1
7.19572301356917E+017	<user> there was news this morning that offers will take place until next week so if people want to buy $ yhoo they should do it now	1
30158448	<number> % increased bearish conversations in $ tvix in the past <number> hour .	0
7.19473167945732E+017	<user> bullish analysts stock tickr - michael james enterprises , inc monday sold $ wba $ acet $ zts	0
26890071	$ gtat will re - enter short on bounce 	0
5357035	covered my small $ mww short @ <number> for a <number> loss . flat on the day . all cash now .	1
7.19839353325756E+017	$ sbux downgraded to neutral at deutsche bank . price target reduced to $ <number> from $ <number>	0
13321680	$ nflx support <number> no support to <number>	1
9610781	does anyone else have $ aapl max pain at <number> this week ! ?	0
7.0940805477775E+017	$ fb $ <number> calls <number> entry . $ fb	1
16084152	active puts @ cboe ; $ aapl <number> <number> $ lamr oct <number> & amp ; jan <number> $ mgm jan <number> <number>	0
7.19579764403651E+017	heard netflix is raising its prices . its all good its worth it though . $ nflx	1
29684145	$ fb facebook - bull candle $ <number> ( <number> : <number> % ) - <url>	1
37922973	$ avgo great growth stk & amp ; also raised dividend . clearly a great investment <url>	1
14034627	$ ttwo acting tough on big volume against the tape	1
7890419	rt <user> $ arna no choice but to be positve	1
7.19558876123767E+017	word on the street is that allergen is looking at endo international . $ endp	1
9644277	$ csgs - not one i watch much . i would just watch the <number> ema & # <number> ; s which have acted as support for a while now . no position .	0
12288299	$ uvxy put the chum out there at key support then next level down - careful	0
7.19529876332618E+017	taking some profits on $ nxpi <url>	0
6751172	i & # <number> ; m no professional anal - yst but i do put my $ where my mouth is . $ aapl will do $ <number> b <number> yr . endthat & # <number> ; s another hun from here . long leaps = ^ . ^ =	1
7.19659409228452E+017	$ fb watching for bounce tomorrow	1
7.19544790224937E+017	they want the stock too keep going up . $ tsla	0
11379892	$ ocn has the stuff . will be looking to add shares if we get a new high breakout .	1
14200409	<user> $ bac doesn & # <number> ; t make any real money . they barely hang on . don & # <number> ; t pay more than <number> - <number> bux it & # <number> ; s not worth it .	0
7.19513950765892E+017	$ fb revenue mark zuckerberg is doing an amazing job . . <url>	1
7.19583306640191E+017	i would not feel terribly good about a recent order for $ tsla with today's recall .	0
7.19524312236061E+017	daily mail and general trust eyeing yahoo ! bid <url> $ yhoo ( meanwhile , time inc is also reported to be mulling an offer )	1
7.19502781036499E+017	bullish $ nflx day trade setup , from open to close , with <number> ( <number> % ) wins , at an avg of <number> % - > <url>	1
9562530	$ vvus ( now over <number> ah ) $ arna gap up tomorrow ;	1
5358046	$ s sprint cfo sees profitability from lightsquared upon gps clearance ; network vision cash flow positive from <number>	1
7.19531283689263E+017	. <user> $ aapl ux has been slipping . they need to find balance between telling consumers what they want and giving customers what they want	0
24993177	$ ino called it back in march , still loving it today <url>	1
7.19540264327447E+017	an upward movement is expected . $ qcom	1
7.10548609532609E+017	$ nflx <number> $ here we gooo our target <number> $ keep pushing	1
16273216	$ t at & amp ; t issues statement on debt ceiling , potential u . s . government default	0
7.19857924017885E+017	rt <user> : <user> dejaloo	1
5631608	$ vprt vistaprint raises q <number> , fy <number> guidance to reflect completion of albumprinter	1
17782586	$ scty finally broke free from big brother & # <number> ; s shadow ? $ tsla	1
6328010	<user> good thing $ sne has learnt this and is integrating their devices together with the tv .	1
7.1964915347166E+017	tesla : model x recall adds to reliability issues $ tsla <url>	0
33349961	$ amzn and $ nflx shortput positions looking good here . wait for market downturn to confirm	0
7.11909827648299E+017	$ dish weakness continues again . <number> area resistance after last week	0
15971881	$ himx check out the <number> year chart . <number> st move nov to jun $ <number> - <number> . this didn & # <number> ; t factor in anything other than google and repeated good earnings .	1
10892920	$ fslr , $ wprt , $ anr , $ rgr holy green day batman . luv it when a plan comes together . tks again to <user> for half my picks these days .	1
7.1971930492135E+017	bulls are out . $ csx	1
