https://plus.google.com/+AndreasLeißner/posts/HjSA4eE6dNs#z13yj3wqgt3wsl13422rfryzlqyje5z03.1451567906093844	Re : Erste Fahrt im zum IC umlackierten Doppelstockwagen . Wer schnell seekrank wird , sollte sich lieber unten ... Sei doch froh ... Es hätte auch ein offener Güterwagen sein können ... bei der Bahn ist alles möglich ... ; 0 )	1
http://www.mydealz.de/deals/599807#post7676427	[ Bahn ]  BahnCard 50 mit 50 % Rabatt !!!  [ bis 26 Jahre ] Seid ihr 26 Jahre oder jünger ? knaaaapp drüber  	-1
https://plus.google.com/+BettyRossel/posts/6GCTLyQ5YBm	NEIN zu doppelt so viel Lastwagen und Ja zur Verlagerung auf die Bahn !  # ‎ zweiteRöhreNEIN ‬ NEIN zu doppelt so viel Lastwagen und Ja zur Verlagerung auf die Bahn !  # ‎ zweiteRöhreNEIN ‬ ﻿ -Photo : Ein 40-Tonnen-Lastwagen durch dem Röhre.jpg https://lh3.googleusercontent.com/-GN4GQRsBOY4/Veip_UQwxEI/AAAAAAAAAgU/x82WlHEGIAk/w1200-h900/Ein%2B40-Tonnen-Lastwagen%2Bdurch%2Bdem%2BR%25C3%25B6hre.jpg  	1
http://www.gutefrage.net/frage/wer-kriegt-den-nazizug-voller-gold#answer-175852235	wer kriegt den Nazizug voller Gold ?  Eine durch nichts begründete Spekulation . zwei gepanzerte Züge , die aus Königsbergs kommend , sind verschwunden .  Das ist aus den Akten der Reichsbahn zu entnehmen .  Sollte der gefundene Zug einer der Züge aus Königsberg sein , dann sind vermutlich keine Goldbarren darin , denn die Goldbarren waren immer bei der Reichsbank in Berlin und sind zum Kriegende in das Bergwerk Merkers in Thüringen ausgelagert worden .  Dieses Goldlager wurden von den Amerikaner beschlagnahmt und in die USA verfrachtet .  Heute ist das Salzbergwerk in Merkers ein Besucherbergwerk und man kann den Tresorraum besichtigen .  Dort hängt übrigens ein Bild von Patton und Eisenhower sitzend auf einem Berg aus Gold .  Vermutlich kann der Zug aber neben Akten der Nazis auch Gemälde und das Bernsteinzimmer enthalten .  Das wäre logisch , denn man hätte bei der Bombardierung des Königsberger Schlosses verbrannte Reste finden müssen , was aber nicht der Fall war .  Stimmen meine Vermutungen , dann hat Russland berechtigte Ansprüche , denn der Raub aus den Zarenschlössern bei St. Petersburg ist dokumentiert .  gutefrage.net-Tag :  Deutschland gutefrage.net-Tag : Geschichte  	-1
http://www.hikr.org/tour/post99967.html	Bahn : Land soll endlich handeln Erinnern das Land an sein Bahn-Versprechen ( von links ) : Martin Dethlefsen , Timo Laackmann und Jan Plöhn . Tietje-Räther Der Kaufmännische Verein ( KVK ) nimmt die Landespolitik beim Wort : „ Der Bund hat reagiert , jetzt tut auch	-1
http://twitter.com/U\_Mildenberger/statuses/605505905619288065	Aber mir ganz sicher ! Schreibe bitte ! @friedmike : Ich glaube nicht , dass meine Geschichten der Bahn gefallen würden . http://t.co/IBIbTlw3Fs	1
http://www.alle-autos-in.de/ratgeber/bericht\_a51230.shtml	Weihnachtsgeschenke für den Autofahrer | Ratgeber Szenerie ist vielen vertraut . Der Beschenkte reißt mit leuchtenden Augen das Geschenk-Papier auseinander , öffnet die Verpackung und in Sekundenbruchteilen verwandelt sich das erwartungsfrohe Lächeln in eine lange Schnute der Enttäuschung . Damit das	-1
http://twitter.com/NeuvooAugsburg/statuses/639542152389861377	Hast du schon Deutsche Bahn #Jobs in #Augsburg auf unserer Homepage gesehen ?  http://t.co/d3GpeUUip5 http://t.co/fH08PexsMn  	-1
http://twitter.com/UWAP_DE/statuses/639474335724478464	Was ist denn heute in RLP los ?  Alle Züge verspätet ... o. o Sowohl DB , als auch Vlexx ...  	1
*	" Frankfurt / Main : " " Berührt - Verführt " " - Werbekampagnen im Museum " " eingeführt wurden . Ein anderer Schwerpunkt sind Werbeslogans , die in den Sprachgebrauch übergingen , wie " " Alle reden vom Wetter . Wir nicht . " " ( Deutsche Bahn ) oder " " Mach mal Pause " " ( Coca Cola ) . Erinnert wird auch an schockierende "	1
http://twitter.com/miramontesroge1/statuses/639536200462766080	Vintage Friction Tin Kellerman CKO Bahnbus 441 DB Deutsche Bundesbahn Bus Coach http://t.co/EYyzWkIvJf http://t.co/PO9DanjGZN  	-1
http://www.fm1today.ch/schweizer-bahn-vierer-beim-weltcup-in-cali-zweiter/60753	Zweiter Platz für Schweizer Bahn-Vierer Dort blieben die Schweizer in 3:58 , 998 unter vier Minuten und bezwangen Weltmeister Australien um eine knappe halbe Sekunde . Im Final kamen sie mit Patrick Müller statt Beer nicht mehr ganz an diese Zeit heran und unterlagen den Russen in 4:01 , 972 um gut neun Zehntel . Mit dem zweiten Platz in Kolumbien macht das Vorzeige-Projekt des Schweizer Bahn-Radsports aber einen weiteren grossen Schritt in Richtung Qualifikation für die Olympischen Spielen 2016 in Rio . Dort werden sie zu den Medaillenanwärtern gehören .	-1
http://twitter.com/Curacao1975/statuses/605757626996166656	RT @baerundelch : Zum ersten Mal fahre ich mit App-Ticket Bahn . Große Angst , dass die Schaffnerzange das Smartphone zerstört . ^ elch	1
http://www.facebook.com/114901331916603/posts/1014482531958474?comment\_id=1014526465287414#114901331916603\_1014482531958474\_1014526465287414	Re : WZ Wuppertal " Die Bahn hat keine Augen ... ein Fahrer ist bei einer " " parkenden " " Bahn wohl eher nicht zugegen ! "	1
http://www.facebook.com/54821513519/posts/10153421052548520?comment\_id=10153421257018520#54821513519\_10153421052548520\_10153421257018520	Re : ANTENNE BAYERN Bin Lokführer bei der S- Bahn , war nicht angenehm , kann ich euch sagen ...	1
http://twitter.com/Der_KaiErik/statuses/639478333667983360	Irgendwann sollte ich mal an die # DeutscheBahn für meine Dienstleistungen an # Bahn Kunden eine Rechnung schicken .  	1
https://de.newshub.org/fest-bratwurst-gl%C3%BChwein-19171487.html	Stiftung Warentest : Warum mobiles Internet in der #Bahn schlecht funktioniert ?! https://t.co/0gfQvxtcHU #Infrastruktur #Praxistest #fail	-1
http://twitter.com/NeuvooBielefel/statuses/639612134658281472	Deutsche Bahn braucht dich !  Als #Azubi #(w / m ) Fahrdienstleiter 2016 in #Bielefeld , bewirb dich jetzt !  #jobs #stelle http://t.co/EdF0x5L2Es  	-1
http://twitter.com/HeikoL/statuses/674731858429652992	Ich darf mit 16 nicht alleine Zug fahren , was tun ? der Treffpunkt ist an einem anderen Ort , wil so die Gruppentickets billiger sind . Ich schätze das sin ca. 20 km , mit dem Autp dauert das aber 1 Stunde , auff Zugschienen gäbe es aber kein Stau . Für diese kurze Strecke wäre die Lehrerin nicht dabei , wir treffen uns alle dort . Jeder muss selbst dahin kommen , von 15 - 17jährigen kann man das ja erwarten ^^ gutefrage.net-Tag : Alter gutefrage.net-Tag : Bahn gutefrage.net-Tag : Recht gutefrage.net-Tag : Zug	1
http://twitter.com/hamburg_de/statuses/639465284710072320	Ab 2016 braucht ihr für Bus und Bahn kein Bargeld mehr : http://t.co/AGozto27mZ #hhverkehr / sas  	1
